IDTime;Class
1058846400;stay
1058860800;buy
1058875200;stay
1058889600;stay
1058904000;sell
1058918400;sell
1058932800;sell
1058947200;sell
1058961600;sell
1058976000;stay
1058990400;stay
1059004800;stay
1059019200;buy
1059033600;stay
1059048000;stay
1059062400;stay
1059076800;stay
1059091200;stay
1059105600;sell
1059120000;sell
1059134400;sell
1059148800;buy
1059163200;buy
1059350400;stay
1059364800;stay
1059379200;stay
1059393600;stay
1059408000;stay
1059422400;stay
1059436800;buy
1059451200;buy
1059465600;buy
1059480000;sell
1059494400;stay
1059508800;stay
1059523200;buy
1059537600;buy
1059552000;buy
1059566400;stay
1059580800;stay
1059595200;stay
1059609600;buy
1059624000;buy
1059638400;buy
1059652800;buy
1059667200;stay
1059681600;buy
1059696000;buy
1059710400;sell
1059724800;sell
1059739200;stay
1059753600;stay
1059768000;sell
1059955200;sell
1059969600;sell
1059984000;sell
1059998400;sell
1060012800;stay
1060027200;stay
1060041600;buy
1060056000;buy
1060070400;stay
1060084800;sell
1060099200;sell
1060113600;sell
1060128000;stay
1060142400;stay
1060156800;buy
1060171200;buy
1060185600;stay
1060200000;stay
1060214400;stay
1060228800;sell
1060243200;sell
1060257600;stay
1060272000;stay
1060286400;buy
1060300800;buy
1060315200;buy
1060329600;buy
1060344000;buy
1060358400;stay
1060372800;stay
1060560000;sell
1060574400;sell
1060588800;sell
1060603200;stay
1060617600;stay
1060632000;stay
1060646400;buy
1060660800;buy
1060675200;buy
1060689600;stay
1060704000;buy
1060718400;buy
1060732800;stay
1060747200;sell
1060761600;sell
1060776000;sell
1060790400;stay
1060804800;stay
1060819200;buy
1060833600;buy
1060848000;buy
1060862400;stay
1060876800;sell
1060891200;stay
1060905600;stay
1060920000;stay
1060934400;buy
1060948800;buy
1060963200;stay
1060977600;buy
1061164800;buy
1061179200;buy
1061193600;buy
1061208000;buy
1061222400;stay
1061236800;buy
1061251200;buy
1061265600;buy
1061280000;sell
1061294400;sell
1061308800;stay
1061323200;stay
1061337600;sell
1061352000;sell
1061366400;stay
1061380800;stay
1061395200;stay
1061409600;buy
1061424000;buy
1061438400;buy
1061452800;buy
1061467200;buy
1061481600;stay
1061496000;stay
1061510400;buy
1061524800;buy
1061539200;buy
1061553600;sell
1061568000;stay
1061582400;stay
1061769600;stay
1061784000;stay
1061798400;buy
1061812800;buy
1061827200;buy
1061841600;buy
1061856000;stay
1061870400;sell
1061884800;sell
1061899200;sell
1061913600;buy
1061928000;stay
1061942400;stay
1061956800;stay
1061971200;buy
1061985600;buy
1062000000;buy
1062014400;stay
1062028800;stay
1062043200;sell
1062057600;sell
1062072000;stay
1062086400;stay
1062100800;sell
1062115200;sell
1062129600;sell
1062144000;sell
1062158400;stay
1062172800;stay
1062187200;stay
1062374400;stay
1062388800;stay
1062403200;stay
1062417600;stay
1062432000;buy
1062446400;buy
1062460800;buy
1062475200;buy
1062489600;stay
1062504000;buy
1062518400;buy
1062532800;stay
1062547200;stay
1062561600;sell
1062576000;sell
1062590400;sell
1062604800;buy
1062619200;stay
1062633600;stay
1062648000;sell
1062662400;sell
1062676800;sell
1062691200;sell
1062705600;stay
1062720000;sell
1062734400;sell
1062748800;sell
1062763200;sell
1062777600;stay
1062792000;buy
1062979200;buy
1062993600;stay
1063008000;stay
1063022400;sell
1063036800;stay
1063051200;stay
1063065600;sell
1063080000;sell
1063094400;sell
1063108800;sell
1063123200;stay
1063137600;buy
1063152000;buy
1063166400;buy
1063180800;buy
1063195200;stay
1063209600;stay
1063224000;stay
1063238400;sell
1063252800;buy
1063267200;buy
1063281600;stay
1063296000;stay
1063310400;buy
1063324800;sell
1063339200;sell
1063353600;sell
1063368000;stay
1063382400;buy
1063396800;stay
1063584000;stay
1063598400;stay
1063612800;sell
1063627200;stay
1063641600;stay
1063656000;buy
1063670400;buy
1063684800;buy
1063699200;buy
1063713600;buy
1063728000;stay
1063742400;stay
1063756800;sell
1063771200;sell
1063785600;sell
1063800000;sell
1063814400;stay
1063828800;stay
1063843200;stay
1063857600;buy
1063872000;sell
1063886400;buy
1063900800;stay
1063915200;stay
1063929600;sell
1063944000;sell
1063958400;sell
1063972800;sell
1063987200;sell
1064001600;sell
1064188800;sell
1064203200;sell
1064217600;stay
1064232000;stay
1064246400;stay
1064260800;sell
1064275200;stay
1064289600;stay
1064304000;buy
1064318400;stay
1064332800;stay
1064347200;sell
1064361600;stay
1064376000;stay
1064390400;stay
1064404800;sell
1064419200;stay
1064433600;stay
1064448000;sell
1064462400;sell
1064476800;sell
1064491200;stay
1064505600;stay
1064520000;stay
1064534400;stay
1064548800;stay
1064563200;stay
1064577600;stay
1064592000;stay
1064606400;buy
1064793600;stay
1064808000;sell
1064822400;sell
1064836800;sell
1064851200;sell
1064865600;sell
1064880000;sell
1064894400;sell
1064908800;sell
1064923200;buy
1064937600;stay
1064952000;stay
1064966400;stay
1064980800;stay
1064995200;sell
1065009600;stay
1065024000;stay
1065038400;stay
1065052800;buy
1065067200;buy
1065081600;stay
1065096000;stay
1065110400;stay
1065124800;stay
1065139200;buy
1065153600;buy
1065168000;buy
1065182400;buy
1065196800;stay
1065211200;stay
1065398400;sell
1065412800;sell
1065427200;sell
1065441600;sell
1065456000;stay
1065470400;sell
1065484800;sell
1065499200;sell
1065513600;stay
1065528000;stay
1065542400;stay
1065556800;sell
1065571200;sell
1065585600;sell
1065600000;stay
1065614400;stay
1065628800;sell
1065643200;stay
1065657600;buy
1065672000;buy
1065686400;buy
1065700800;stay
1065715200;sell
1065729600;stay
1065744000;sell
1065758400;sell
1065772800;sell
1065787200;stay
1065801600;stay
1065816000;buy
1066003200;buy
1066017600;buy
1066032000;stay
1066046400;buy
1066060800;buy
1066075200;buy
1066089600;stay
1066104000;sell
1066118400;sell
1066132800;sell
1066147200;stay
1066161600;stay
1066176000;buy
1066190400;buy
1066204800;buy
1066219200;stay
1066233600;stay
1066248000;stay
1066262400;sell
1066276800;sell
1066291200;sell
1066305600;buy
1066320000;stay
1066334400;stay
1066348800;buy
1066363200;buy
1066377600;sell
1066392000;sell
1066406400;sell
1066420800;buy
1066608000;sell
1066622400;sell
1066636800;buy
1066651200;stay
1066665600;stay
1066680000;stay
1066694400;stay
1066708800;stay
1066723200;stay
1066737600;stay
1066752000;stay
1066766400;stay
1066780800;sell
1066795200;sell
1066809600;sell
1066824000;sell
1066838400;stay
1066852800;sell
1066867200;sell
1066881600;sell
1066896000;buy
1066910400;stay
1066924800;sell
1066939200;stay
1066953600;stay
1066968000;stay
1066982400;sell
1066996800;buy
1067011200;buy
1067025600;stay
1067212800;stay
1067227200;stay
1067241600;stay
1067256000;stay
1067270400;stay
1067284800;stay
1067299200;buy
1067313600;buy
1067328000;buy
1067342400;stay
1067356800;stay
1067371200;stay
1067385600;stay
1067400000;stay
1067414400;buy
1067428800;stay
1067443200;stay
1067457600;stay
1067472000;sell
1067486400;sell
1067500800;sell
1067515200;buy
1067529600;stay
1067544000;stay
1067558400;stay
1067572800;buy
1067587200;buy
1067601600;stay
1067616000;stay
1067630400;stay
1067817600;stay
1067832000;buy
1067846400;buy
1067860800;buy
1067875200;stay
1067889600;stay
1067904000;stay
1067918400;stay
1067932800;stay
1067947200;stay
1067961600;stay
1067976000;buy
1067990400;buy
1068004800;buy
1068019200;stay
1068033600;sell
1068048000;stay
1068062400;stay
1068076800;stay
1068091200;buy
1068105600;buy
1068120000;buy
1068134400;stay
1068148800;stay
1068163200;stay
1068177600;sell
1068192000;sell
1068206400;sell
1068220800;stay
1068235200;stay
1068422400;buy
1068436800;buy
1068451200;stay
1068465600;stay
1068480000;buy
1068494400;sell
1068508800;sell
1068523200;sell
1068537600;sell
1068552000;sell
1068566400;sell
1068580800;sell
1068595200;sell
1068609600;sell
1068624000;stay
1068638400;stay
1068652800;stay
1068667200;sell
1068681600;sell
1068696000;sell
1068710400;sell
1068724800;stay
1068739200;sell
1068753600;sell
1068768000;stay
1068782400;stay
1068796800;stay
1068811200;sell
1068825600;sell
1068840000;sell
1069027200;stay
1069041600;sell
1069056000;buy
1069070400;stay
1069084800;stay
1069099200;stay
1069113600;stay
1069128000;sell
1069142400;sell
1069156800;sell
1069171200;stay
1069185600;buy
1069200000;buy
1069214400;buy
1069228800;buy
1069243200;buy
1069257600;stay
1069272000;sell
1069286400;sell
1069300800;sell
1069315200;stay
1069329600;buy
1069344000;stay
1069358400;stay
1069372800;stay
1069387200;stay
1069401600;sell
1069416000;stay
1069430400;stay
1069444800;buy
1069632000;buy
1069646400;buy
1069660800;buy
1069675200;buy
1069689600;stay
1069704000;stay
1069718400;stay
1069732800;stay
1069747200;stay
1069761600;stay
1069776000;stay
1069790400;sell
1069804800;sell
1069819200;sell
1069833600;sell
1069848000;sell
1069862400;stay
1069876800;buy
1069891200;stay
1069905600;stay
1069920000;stay
1069934400;stay
1069948800;stay
1069963200;sell
1069977600;sell
1069992000;sell
1070006400;stay
1070020800;stay
1070035200;stay
1070049600;stay
1070236800;buy
1070251200;buy
1070265600;buy
1070280000;buy
1070294400;stay
1070308800;stay
1070323200;buy
1070337600;sell
1070352000;sell
1070366400;sell
1070380800;stay
1070395200;stay
1070409600;stay
1070424000;stay
1070438400;stay
1070452800;stay
1070467200;stay
1070481600;buy
1070496000;sell
1070510400;sell
1070524800;sell
1070539200;buy
1070553600;stay
1070568000;stay
1070582400;sell
1070596800;sell
1070611200;sell
1070625600;sell
1070640000;stay
1070654400;stay
1070841600;sell
1070856000;sell
1070870400;sell
1070884800;stay
1070899200;stay
1070913600;sell
1070928000;sell
1070942400;stay
1070956800;buy
1070971200;stay
1070985600;stay
1071000000;buy
1071014400;buy
1071028800;sell
1071043200;stay
1071057600;buy
1071072000;stay
1071086400;buy
1071100800;buy
1071115200;buy
1071129600;sell
1071144000;sell
1071158400;sell
1071172800;stay
1071187200;sell
1071201600;sell
1071216000;sell
1071230400;buy
1071244800;buy
1071259200;buy
1071446400;sell
1071460800;sell
1071475200;sell
1071489600;stay
1071504000;stay
1071518400;stay
1071532800;stay
1071547200;stay
1071561600;stay
1071576000;stay
1071590400;stay
1071604800;stay
1071619200;stay
1071633600;sell
1071648000;sell
1071662400;stay
1071676800;stay
1071691200;stay
1071705600;stay
1071720000;stay
1071734400;stay
1071748800;sell
1071763200;stay
1071777600;stay
1071792000;stay
1071806400;buy
1071820800;stay
1071835200;buy
1071849600;stay
1071864000;sell
1072051200;stay
1072065600;stay
1072080000;buy
1072094400;buy
1072108800;stay
1072123200;stay
1072137600;stay
1072152000;stay
1072166400;stay
1072180800;stay
1072195200;stay
1072209600;stay
1072224000;stay
1072238400;sell
1072252800;sell
1072267200;stay
1072281600;stay
1072296000;stay
1072310400;stay
1072324800;stay
1072339200;stay
1072353600;stay
1072368000;stay
1072382400;stay
1072396800;stay
1072411200;buy
1072425600;buy
1072440000;stay
1072454400;stay
1072468800;stay
1072656000;sell
1072670400;stay
1072684800;stay
1072699200;stay
1072713600;stay
1072728000;stay
1072742400;stay
1072756800;stay
1072771200;sell
1072785600;sell
1072800000;stay
1072814400;sell
1072828800;sell
1072843200;sell
1072857600;buy
1072872000;buy
1072886400;stay
1072900800;stay
1072915200;stay
1072929600;stay
1072944000;buy
1072958400;buy
1072972800;stay
1072987200;sell
1073001600;sell
1073016000;stay
1073030400;stay
1073044800;stay
1073059200;stay
1073073600;sell
1073260800;stay
1073275200;stay
1073289600;stay
1073304000;stay
1073318400;stay
1073332800;stay
1073347200;sell
1073361600;stay
1073376000;stay
1073390400;buy
1073404800;stay
1073419200;buy
1073433600;buy
1073448000;buy
1073462400;stay
1073476800;buy
1073491200;buy
1073505600;buy
1073520000;sell
1073534400;sell
1073548800;sell
1073563200;sell
1073577600;buy
1073592000;buy
1073606400;sell
1073620800;sell
1073635200;sell
1073649600;stay
1073664000;stay
1073678400;sell
1073865600;sell
1073880000;stay
1073894400;buy
1073908800;buy
1073923200;stay
1073937600;sell
1073952000;stay
1073966400;stay
1073980800;stay
1073995200;stay
1074009600;stay
1074024000;buy
1074038400;buy
1074052800;buy
1074067200;sell
1074081600;stay
1074096000;stay
1074110400;stay
1074124800;buy
1074139200;buy
1074153600;buy
1074168000;buy
1074182400;stay
1074196800;buy
1074211200;buy
1074225600;buy
1074240000;buy
1074254400;buy
1074268800;stay
1074283200;buy
1074470400;stay
1074484800;buy
1074499200;stay
1074513600;stay
1074528000;stay
1074542400;sell
1074556800;sell
1074571200;sell
1074585600;sell
1074600000;sell
1074614400;stay
1074628800;stay
1074643200;sell
1074657600;sell
1074672000;stay
1074686400;sell
1074700800;stay
1074715200;sell
1074729600;sell
1074744000;sell
1074758400;buy
1074772800;stay
1074787200;stay
1074801600;stay
1074816000;stay
1074830400;buy
1074844800;buy
1074859200;buy
1074873600;stay
1074888000;stay
1075075200;stay
1075089600;buy
1075104000;buy
1075118400;buy
1075132800;stay
1075147200;stay
1075161600;sell
1075176000;sell
1075190400;sell
1075204800;sell
1075219200;stay
1075233600;buy
1075248000;buy
1075262400;buy
1075276800;buy
1075291200;sell
1075305600;buy
1075320000;sell
1075334400;sell
1075348800;buy
1075363200;buy
1075377600;buy
1075392000;stay
1075406400;stay
1075420800;sell
1075435200;sell
1075449600;sell
1075464000;sell
1075478400;stay
1075492800;stay
1075680000;stay
1075694400;buy
1075708800;stay
1075723200;buy
1075737600;sell
1075752000;sell
1075766400;sell
1075780800;sell
1075795200;stay
1075809600;stay
1075824000;stay
1075838400;stay
1075852800;stay
1075867200;buy
1075881600;stay
1075896000;stay
1075910400;stay
1075924800;stay
1075939200;sell
1075953600;sell
1075968000;sell
1075982400;buy
1075996800;stay
1076011200;stay
1076025600;sell
1076040000;sell
1076054400;sell
1076068800;buy
1076083200;buy
1076097600;buy
1076284800;stay
1076299200;buy
1076313600;buy
1076328000;stay
1076342400;stay
1076356800;sell
1076371200;stay
1076385600;stay
1076400000;buy
1076414400;buy
1076428800;stay
1076443200;stay
1076457600;buy
1076472000;sell
1076486400;sell
1076500800;sell
1076515200;stay
1076529600;stay
1076544000;stay
1076558400;stay
1076572800;stay
1076587200;stay
1076601600;stay
1076616000;stay
1076630400;sell
1076644800;buy
1076659200;sell
1076673600;buy
1076688000;stay
1076702400;stay
1076889600;stay
1076904000;stay
1076918400;stay
1076932800;stay
1076947200;stay
1076961600;sell
1076976000;sell
1076990400;sell
1077004800;stay
1077019200;stay
1077033600;sell
1077048000;sell
1077062400;sell
1077076800;buy
1077091200;buy
1077105600;buy
1077120000;buy
1077134400;stay
1077148800;stay
1077163200;buy
1077177600;buy
1077192000;sell
1077206400;sell
1077220800;buy
1077235200;buy
1077249600;buy
1077264000;buy
1077278400;buy
1077292800;stay
1077307200;buy
1077494400;sell
1077508800;sell
1077523200;stay
1077537600;stay
1077552000;stay
1077566400;stay
1077580800;sell
1077595200;sell
1077609600;sell
1077624000;sell
1077638400;stay
1077652800;stay
1077667200;buy
1077681600;buy
1077696000;buy
1077710400;buy
1077724800;stay
1077739200;buy
1077753600;buy
1077768000;buy
1077782400;buy
1077796800;stay
1077811200;stay
1077825600;buy
1077840000;buy
1077854400;sell
1077868800;sell
1077883200;sell
1077897600;stay
1077912000;stay
1078099200;stay
1078113600;buy
1078128000;stay
1078142400;buy
1078156800;stay
1078171200;buy
1078185600;buy
1078200000;buy
1078214400;buy
1078228800;buy
1078243200;buy
1078257600;buy
1078272000;buy
1078286400;buy
1078300800;sell
1078315200;sell
1078329600;sell
1078344000;stay
1078358400;sell
1078372800;buy
1078387200;sell
1078401600;sell
1078416000;stay
1078430400;stay
1078444800;sell
1078459200;sell
1078473600;sell
1078488000;stay
1078502400;stay
1078516800;stay
1078704000;stay
1078718400;stay
1078732800;stay
1078747200;sell
1078761600;stay
1078776000;stay
1078790400;buy
1078804800;buy
1078819200;sell
1078833600;sell
1078848000;buy
1078862400;stay
1078876800;stay
1078891200;sell
1078905600;buy
1078920000;buy
1078934400;stay
1078948800;stay
1078963200;sell
1078977600;sell
1078992000;sell
1079006400;sell
1079020800;sell
1079035200;buy
1079049600;buy
1079064000;buy
1079078400;buy
1079092800;stay
1079107200;sell
1079121600;sell
1079308800;sell
1079323200;sell
1079337600;buy
1079352000;stay
1079366400;stay
1079380800;sell
1079395200;sell
1079409600;sell
1079424000;buy
1079438400;buy
1079452800;stay
1079467200;buy
1079481600;buy
1079496000;buy
1079510400;buy
1079524800;sell
1079539200;stay
1079553600;sell
1079568000;sell
1079582400;sell
1079596800;sell
1079611200;sell
1079625600;stay
1079640000;stay
1079654400;stay
1079668800;buy
1079683200;buy
1079697600;buy
1079712000;stay
1079726400;sell
1079913600;sell
1079928000;sell
1079942400;stay
1079956800;stay
1079971200;stay
1079985600;stay
1080000000;buy
1080014400;buy
1080028800;buy
1080043200;sell
1080057600;stay
1080072000;buy
1080086400;buy
1080100800;buy
1080115200;buy
1080129600;stay
1080144000;stay
1080158400;stay
1080172800;stay
1080187200;stay
1080201600;stay
1080216000;stay
1080230400;stay
1080244800;buy
1080259200;buy
1080273600;sell
1080288000;buy
1080302400;buy
1080316800;stay
1080331200;buy
1080518400;sell
1080532800;stay
1080547200;stay
1080561600;stay
1080576000;stay
1080590400;sell
1080604800;stay
1080619200;stay
1080633600;stay
1080648000;stay
1080662400;sell
1080676800;sell
1080691200;stay
1080705600;sell
1080720000;sell
1080734400;sell
1080748800;stay
1080763200;stay
1080777600;sell
1080792000;sell
1080806400;stay
1080820800;buy
1080835200;stay
1080849600;buy
1080864000;buy
1080878400;buy
1080892800;buy
1080907200;buy
1080921600;stay
1080936000;stay
1081123200;buy
1081137600;buy
1081152000;buy
1081166400;stay
1081180800;stay
1081195200;sell
1081209600;sell
1081224000;sell
1081238400;sell
1081252800;sell
1081267200;stay
1081281600;buy
1081296000;sell
1081310400;sell
1081324800;sell
1081339200;sell
1081353600;stay
1081368000;stay
1081382400;buy
1081396800;buy
1081411200;buy
1081425600;stay
1081440000;stay
1081454400;stay
1081468800;stay
1081483200;stay
1081497600;stay
1081512000;stay
1081526400;stay
1081540800;stay
1081728000;stay
1081742400;stay
1081756800;stay
1081771200;stay
1081785600;stay
1081800000;buy
1081814400;buy
1081828800;buy
1081843200;buy
1081857600;stay
1081872000;stay
1081886400;stay
1081900800;stay
1081915200;stay
1081929600;stay
1081944000;stay
1081958400;stay
1081972800;sell
1081987200;sell
1082001600;sell
1082016000;sell
1082030400;stay
1082044800;stay
1082059200;stay
1082073600;buy
1082088000;buy
1082102400;sell
1082116800;stay
1082131200;stay
1082145600;sell
1082332800;sell
1082347200;sell
1082361600;buy
1082376000;buy
1082390400;buy
1082404800;buy
1082419200;buy
1082433600;buy
1082448000;buy
1082462400;buy
1082476800;buy
1082491200;stay
1082505600;stay
1082520000;sell
1082534400;sell
1082548800;sell
1082563200;buy
1082577600;stay
1082592000;stay
1082606400;sell
1082620800;stay
1082635200;stay
1082649600;sell
1082664000;stay
1082678400;buy
1082692800;buy
1082707200;buy
1082721600;stay
1082736000;stay
1082750400;buy
1082937600;sell
1082952000;sell
1082966400;sell
1082980800;sell
1082995200;stay
1083009600;sell
1083024000;sell
1083038400;sell
1083052800;stay
1083067200;sell
1083081600;stay
1083096000;stay
1083110400;stay
1083124800;buy
1083139200;buy
1083153600;buy
1083168000;stay
1083182400;stay
1083196800;sell
1083211200;sell
1083225600;sell
1083240000;stay
1083254400;stay
1083268800;buy
1083283200;buy
1083297600;buy
1083312000;sell
1083326400;stay
1083340800;stay
1083355200;stay
1083542400;stay
1083556800;buy
1083571200;stay
1083585600;stay
1083600000;stay
1083614400;sell
1083628800;sell
1083643200;sell
1083657600;sell
1083672000;stay
1083686400;sell
1083700800;sell
1083715200;sell
1083729600;sell
1083744000;stay
1083758400;stay
1083772800;stay
1083787200;stay
1083801600;buy
1083816000;buy
1083830400;buy
1083844800;stay
1083859200;stay
1083873600;stay
1083888000;sell
1083902400;sell
1083916800;sell
1083931200;buy
1083945600;stay
1083960000;stay
1084147200;stay
1084161600;sell
1084176000;sell
1084190400;sell
1084204800;stay
1084219200;stay
1084233600;buy
1084248000;buy
1084262400;sell
1084276800;sell
1084291200;stay
1084305600;stay
1084320000;sell
1084334400;sell
1084348800;sell
1084363200;stay
1084377600;stay
1084392000;buy
1084406400;buy
1084420800;buy
1084435200;buy
1084449600;buy
1084464000;stay
1084478400;stay
1084492800;sell
1084507200;sell
1084521600;sell
1084536000;stay
1084550400;sell
1084564800;sell
1084752000;sell
1084766400;sell
1084780800;buy
1084795200;buy
1084809600;stay
1084824000;buy
1084838400;stay
1084852800;stay
1084867200;stay
1084881600;stay
1084896000;stay
1084910400;sell
1084924800;sell
1084939200;sell
1084953600;sell
1084968000;stay
1084982400;buy
1084996800;buy
1085011200;buy
1085025600;buy
1085040000;stay
1085054400;stay
1085068800;sell
1085083200;sell
1085097600;sell
1085112000;sell
1085126400;buy
1085140800;buy
1085155200;buy
1085169600;stay
1085356800;stay
1085371200;sell
1085385600;sell
1085400000;sell
1085414400;stay
1085428800;sell
1085443200;sell
1085457600;sell
1085472000;sell
1085486400;stay
1085500800;stay
1085515200;sell
1085529600;sell
1085544000;stay
1085558400;buy
1085572800;stay
1085587200;stay
1085601600;sell
1085616000;sell
1085630400;sell
1085644800;sell
1085659200;sell
1085673600;stay
1085688000;stay
1085702400;buy
1085716800;buy
1085731200;stay
1085745600;stay
1085760000;stay
1085774400;stay
1085961600;stay
1085976000;stay
1085990400;stay
1086004800;stay
1086019200;stay
1086033600;sell
1086048000;sell
1086062400;stay
1086076800;buy
1086091200;sell
1086105600;stay
1086120000;stay
1086134400;stay
1086148800;buy
1086163200;stay
1086177600;buy
1086192000;stay
1086206400;stay
1086220800;stay
1086235200;stay
1086249600;stay
1086264000;stay
1086278400;stay
1086292800;stay
1086307200;sell
1086321600;sell
1086336000;sell
1086350400;sell
1086364800;stay
1086379200;stay
1086566400;stay
1086580800;stay
1086595200;stay
1086609600;stay
1086624000;stay
1086638400;stay
1086652800;sell
1086667200;buy
1086681600;buy
1086696000;stay
1086710400;stay
1086724800;stay
1086739200;buy
1086753600;buy
1086768000;buy
1086782400;buy
1086796800;stay
1086811200;stay
1086825600;sell
1086840000;sell
1086854400;sell
1086868800;sell
1086883200;buy
1086897600;buy
1086912000;buy
1086926400;buy
1086940800;stay
1086955200;stay
1086969600;stay
1086984000;stay
1087171200;sell
1087185600;sell
1087200000;stay
1087214400;stay
1087228800;sell
1087243200;buy
1087257600;buy
1087272000;buy
1087286400;sell
1087300800;sell
1087315200;stay
1087329600;buy
1087344000;buy
1087358400;buy
1087372800;buy
1087387200;buy
1087401600;stay
1087416000;sell
1087430400;sell
1087444800;sell
1087459200;sell
1087473600;sell
1087488000;buy
1087502400;buy
1087516800;sell
1087531200;sell
1087545600;sell
1087560000;stay
1087574400;stay
1087588800;stay
1087776000;stay
1087790400;stay
1087804800;stay
1087819200;stay
1087833600;stay
1087848000;stay
1087862400;buy
1087876800;stay
1087891200;stay
1087905600;stay
1087920000;sell
1087934400;stay
1087948800;buy
1087963200;buy
1087977600;stay
1087992000;stay
1088006400;stay
1088020800;sell
1088035200;sell
1088049600;sell
1088064000;sell
1088078400;buy
1088092800;stay
1088107200;buy
1088121600;buy
1088136000;buy
1088150400;stay
1088164800;stay
1088179200;stay
1088193600;buy
1088380800;stay
1088395200;sell
1088409600;sell
1088424000;stay
1088438400;stay
1088452800;buy
1088467200;buy
1088481600;buy
1088496000;buy
1088510400;buy
1088524800;stay
1088539200;sell
1088553600;sell
1088568000;sell
1088582400;sell
1088596800;stay
1088611200;stay
1088625600;buy
1088640000;stay
1088654400;stay
1088668800;stay
1088683200;stay
1088697600;stay
1088712000;stay
1088726400;sell
1088740800;sell
1088755200;sell
1088769600;stay
1088784000;stay
1088798400;stay
1088985600;stay
1089000000;stay
1089014400;stay
1089028800;stay
1089043200;stay
1089057600;stay
1089072000;stay
1089086400;stay
1089100800;stay
1089115200;stay
1089129600;stay
1089144000;sell
1089158400;sell
1089172800;stay
1089187200;stay
1089201600;stay
1089216000;stay
1089230400;stay
1089244800;stay
1089259200;stay
1089273600;stay
1089288000;stay
1089302400;stay
1089316800;stay
1089331200;stay
1089345600;stay
1089360000;stay
1089374400;stay
1089388800;stay
1089403200;stay
1089590400;stay
1089604800;stay
1089619200;stay
1089633600;stay
1089648000;buy
1089662400;buy
1089676800;buy
1089691200;stay
1089705600;buy
1089720000;stay
1089734400;stay
1089748800;stay
1089763200;sell
1089777600;sell
1089792000;sell
1089806400;stay
1089820800;stay
1089835200;buy
1089849600;buy
1089864000;buy
1089878400;stay
1089892800;stay
1089907200;stay
1089921600;stay
1089936000;sell
1089950400;sell
1089964800;sell
1089979200;stay
1089993600;stay
1090008000;stay
1090195200;stay
1090209600;buy
1090224000;stay
1090238400;stay
1090252800;stay
1090267200;stay
1090281600;buy
1090296000;buy
1090310400;buy
1090324800;buy
1090339200;buy
1090353600;stay
1090368000;stay
1090382400;buy
1090396800;buy
1090411200;buy
1090425600;sell
1090440000;stay
1090454400;stay
1090468800;sell
1090483200;stay
1090497600;stay
1090512000;stay
1090526400;stay
1090540800;buy
1090555200;buy
1090569600;buy
1090584000;buy
1090598400;stay
1090612800;sell
1090800000;stay
1090814400;stay
1090828800;stay
1090843200;stay
1090857600;stay
1090872000;stay
1090886400;stay
1090900800;buy
1090915200;buy
1090929600;buy
1090944000;stay
1090958400;stay
1090972800;stay
1090987200;stay
1091001600;stay
1091016000;stay
1091030400;stay
1091044800;stay
1091059200;buy
1091073600;buy
1091088000;sell
1091102400;sell
1091116800;stay
1091131200;stay
1091145600;sell
1091160000;sell
1091174400;sell
1091188800;buy
1091203200;sell
1091217600;sell
1091404800;sell
1091419200;stay
1091433600;buy
1091448000;stay
1091462400;stay
1091476800;stay
1091491200;stay
1091505600;stay
1091520000;stay
1091534400;stay
1091548800;stay
1091563200;stay
1091577600;stay
1091592000;sell
1091606400;sell
1091620800;sell
1091635200;stay
1091649600;stay
1091664000;stay
1091678400;stay
1091692800;stay
1091707200;stay
1091721600;stay
1091736000;stay
1091750400;sell
1091764800;sell
1091779200;sell
1091793600;sell
1091808000;stay
1091822400;stay
1092009600;stay
1092024000;stay
1092038400;stay
1092052800;stay
1092067200;stay
1092081600;stay
1092096000;stay
1092110400;stay
1092124800;buy
1092139200;buy
1092153600;buy
1092168000;stay
1092182400;stay
1092196800;stay
1092211200;stay
1092225600;stay
1092240000;stay
1092254400;stay
1092268800;sell
1092283200;sell
1092297600;stay
1092312000;stay
1092326400;stay
1092340800;stay
1092355200;sell
1092369600;sell
1092384000;sell
1092398400;sell
1092412800;stay
1092427200;stay
1092614400;stay
1092628800;stay
1092643200;stay
1092657600;stay
1092672000;stay
1092686400;stay
1092700800;stay
1092715200;buy
1092729600;stay
1092744000;stay
1092758400;stay
1092772800;stay
1092787200;stay
1092801600;buy
1092816000;stay
1092830400;stay
1092844800;stay
1092859200;stay
1092873600;stay
1092888000;stay
1092902400;stay
1092916800;stay
1092931200;stay
1092945600;stay
1092960000;buy
1092974400;buy
1092988800;buy
1093003200;stay
1093017600;stay
1093032000;stay
1093219200;buy
1093233600;buy
1093248000;buy
1093262400;buy
1093276800;stay
1093291200;stay
1093305600;stay
1093320000;buy
1093334400;buy
1093348800;stay
1093363200;stay
1093377600;stay
1093392000;stay
1093406400;stay
1093420800;stay
1093435200;stay
1093449600;stay
1093464000;stay
1093478400;stay
1093492800;stay
1093507200;stay
1093521600;stay
1093536000;stay
1093550400;stay
1093564800;buy
1093579200;buy
1093593600;buy
1093608000;stay
1093622400;stay
1093636800;stay
1093824000;stay
1093838400;sell
1093852800;stay
1093867200;stay
1093881600;stay
1093896000;stay
1093910400;stay
1093924800;sell
1093939200;sell
1093953600;sell
1093968000;stay
1093982400;stay
1093996800;stay
1094011200;sell
1094025600;sell
1094040000;stay
